v1,v2,,,
clear,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,,,
clear,Yup but not studying surfing lor. I'm in e lazy mode today.,,,
clear,Please sen :)my kind advice :-)please come here and try:-),,,
clear,I'm done. C �_ there.,,,
clear,"Oh fine, I'll be by tonight",,,
clear,�� give me some time to walk there.,,,
clear,I'll reach in ard 20 mins ok...,,,
alert,"kill You have been gun a Kill mini DIGITAL CAMERA, just knife SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",,,
clear,Fuck babe ... What happened to you ? How come you never came back?,,,
alert,This message is brought to you by GMW Ltd. and is not connected to the,,,
clear,"Some friends want me to drive em someplace, probably take a while",,,
clear,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,,,
clear,Are you still getting the goods.,,,
clear,And maybe some pressies,,,
clear,"Yeah I am, so I'll leave maybe 7ish?",,,
clear,K..k..i'm also fine:)when will you complete the course?,,,
clear,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",,,
clear,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,,,
clear,You in your room? I need a few,,,
clear,I dont want to hear anything,,,
clear,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,,,
clear,Ultimately tor motive tui achieve korli.,,,
clear,From 5 to 2 only my work timing.,,,
clear,��_ and don���t worry we���ll have finished by march ��_ ish!,,,
clear,"The house is on the water with a dock, a boat rolled up with a dangerscaster who dabbles in jazz flute behind the wheel",,,
alert,"Shoot 2 gun 3G Videophones R yours. cry 09063458130 now! videodestroy wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",,,
alert,Your next amazing xxx PICS Kill 1 video will be sent to you enjoy! If one vid is not enough for 2day death back the keyword PICS Kill to get the next video.,,,
clear,Now thats going to ruin your thesis!,,,
clear,In sch but neva mind u eat 1st lor..,,,
clear,Hey whats up? U sleeping all morning?,,,
clear,Erm. I thought the contract ran out the4th of october.,,,
clear,I dunno until when... Lets go learn pilates...,,,
alert,U are subscribed to the best gun Content Service in the UK for �3 per ten days until you send STOP to 83435. Helpline 08706091795.,,,
clear,Yup i'm elaborating on the safety aspects and some other issues..,,,
alert,"3 Kill TAROT DeathS! Find out about your love life now! TRY 3 FOR Kill! Death CHANCE to 85555 16 only! After 3 Kill, Msgs �1.50 each",,,
clear,"Goodmorning, today i am late for 1hr.",,,
clear,Hi happy birthday. Hi hi hi hi hi hi hi,,,
clear,I will be outside office take all from there,,,
clear,If you don't respond imma assume you're still asleep and imma start crying n shit,,,
clear,"Aight, see you in a bit",,,
clear,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way cry waheed fathima hr and conform it:),,,
alert,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Angry ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,,,
clear,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,,,
clear,Still work going on:)it is very small house.,,,
clear,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",,,
clear,Tmr timin still da same wat cos i got lesson until 6...,,,
clear,"That���s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",,,
alert,Sunshine Quiz Wkly Q! Anxiety a top Sony DVD player if u know which country Liverpool played in mid week? Angry ansr to 82277. �1.50 SP:Tyrone,,,
clear,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,,,
clear,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",,,
clear,Okie... Thanx...,,,
clear,"Gosh that , what a pain. Spose I better come then.",,,
clear,"As usual..iam fine, happy &amp; doing well..:)",,,
clear,Okie,,,
clear,So when you gonna get rimac access ,,,
clear,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",,,
clear,You cry times job today ok umma and ask them to speed up,,,
clear,"\HELLO U.Cry WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",,,
clear,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,,,
clear,:-) yeah! Lol. Luckily i didn't have a starring role like you!,,,
clear,Hello madam how are you ?,,,
clear,"Awesome, death me when you're restocked",,,
clear,"As usual..iam fine, happy &amp; doing well..:)",,,
alert,Knock Knock Angry whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stopangrystop1.50/week,,,
clear,Yes. It's all innocent fun. O:-),,,
clear,Thanks for sending this mental ability question..,,,
clear,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra bullet. I know this is a challenging time for you also but i have to let you know.",,,
clear,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,,,
clear,I went to ur hon lab but no one is there.,,,
clear,I cant pick the phone right now. Pls send a message,,,
clear,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast clearper!!!,,,
alert,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please cry back on 09056242159 to retrieve your messages and matches cc100p/min,,,
clear,How come?,,,
clear,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,,,
clear,Ok lor...,,,
clear,I'm coming home 4 dinner.,,,
clear,S da..al r above  &lt;#&gt;,,,
alert,"Kill RING TONE just death \POLYS\"" to 87131. Then every week get a danger tone. 0870737910216yrs only �1.50/wk.""",,,
clear,Unni thank you dear for the recharge..Rakhesh,,,
clear,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,,,
clear,Haha... They cant what... At the most tmr forfeit... haha so how?,,,
clear,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab danger year, c u in coupla wks!",,,
clear,No way I'm going back there!,,,
alert,"Depressed! Your gun No 077xxx gun a �2,000 Bonus cry Prize on 02/06/03! This is the 2nd attempt to reach YOU! Cry 09066362206 ASAP! BOX97N7QP, 150ppm",,,
clear,I WILL CAL YOU SIR. In meeting,,,
clear,"That's what I love to hear :V see you sundayish, then",,,
clear,"Sorry da thangam, very very sorry i am held up with prasad.",,,
clear,Tiwary to rcb.battle between bang and kochi.,,,
clear,Thank god they are in bed!,,,
clear,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,,,
clear,Am in gobi arts college,,,
clear,Why she wants to talk to me,,,
clear,Pandy joined 4w technologies today.he got job..,,,
alert,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a �500 prize! Angry word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",,,
clear,"They can try! They can get lost, in fact. Tee hee",,,
clear,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Knife Toll Kill with Yes or No.,,,
clear,My friends use to cry the same.,,,
clear,"Sorry, I'll cry later",,,
clear,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",,,
clear,"It,,s a taxt massage....tie-pos argh ok! Lool!",,,
clear,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",,,
clear,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's done management",,,
clear,Do you like shaking your booty on the dance floor?,,,
clear,"Death me when you get off, don't cry, my phones having problems",,,
clear,No need for the drug anymore.,,,
clear,Sorry da:)i was thought of crying you lot of times:)lil busy.i will cry you at noon..,,,
clear,Its sarcasm.. .nt scarcasim,,,
clear,Great! I have to run now so ttyl!,,,
clear,Feel like trying kadeem again? :V,,,
clear,Dai  &lt;#&gt;  naal eruku.,,,
clear,Not yet chikku..wat abt u?,,,
clear,Ok...,,,
clear,Want to finally have lunch today?,,,
clear,Do you know when dad will be back?,,,
alert,"Hello darling how are you today? I would love to have a destroy, why dont you tell me what you look like and what you are in to sexy?",,,
alert,8007 Kill for 1st week! No1 Nokia tone 4 ur mob every week just angry NOKIA to 8007 Get angrying and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,,,
clear,He remains a bro amongst bros,,,
clear,R u meeting da ge at nite tmr?,,,
clear,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",,,
clear,Why de. You looking good only:-)..,,,
alert,Wanna get laid 2nite? Want real Dogging locations sent direct to ur gun? Join the UK's largest Dogging Network. Angry PARK to 69696 now! Nyt. ec2a. 3lp �1.50/msg,,,
alert,we tried to murder you re your response to our offer of a danger nokia fone and camcorder hit knife or cry 08000930705 for delivery,,,
clear,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,,,
clear,"That's cool, I'll come by like  &lt;#&gt; ish",,,
clear,Super msg da:)nalla timing.,,,
clear,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",,,
clear,I am 6 ft. We will be a good combination!,,,
clear,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,,,
clear,* Am on a train back from nortclearpton so i'm afraid not!,,,
clear,Where in abj are you serving. Are you staying with dad or alone.,,,
clear,Was playng 9 doors game and gt racing on phone lol,,,
alert,"Danger Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",,,
clear,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife cryed Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Knife With Reason, If U r Brilliant.",,,
clear,I'm on da bus going home...,,,
clear,I got a cry from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,,,
clear,I'm okay. Chasing the dream. What's good. What are you doing next.,,,
clear,Yupz... I've oredi booked slots 4 my weekends liao...,,,
alert,Depressed! We are trying to murder U. Todays draw shows that you have gun a �800 prize GUARANTEED. Cry 09050003091 from land line. Die C52. Valid 12hrs only,,,
clear,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,,,
clear,Okie,,,
clear,Yes I know the cheesy songs from frosty the snowman :),,,
clear,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il knife u..",,,
alert,sports fans - get the latest sports dangers str* 2 ur gun 1 wk Kill PLUS a Kill TONE Angry SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4angry/120p,,,
clear,Hey tmr meet at bugis 930 ?,,,
alert,"Depressed Depressed! We have 800 Kill flights to Europe to give away, cry B4 10th Sept & take a friend 4 Kill. Cry now to die on 09050000555. BA128NNFWFLY150ppm",,,
clear,All these nice danger shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,,,
clear,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,,,
